Name,SMILES
IMIQUIMOD,CC(C)CN1C=NC2=C1C1=C(C=CC=C1)N=C2N
ROCURONIUM BROMIDE,[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)[C@H](C[C@]12C)N1CCOCC1)[N+]1(CC=C)CCCC1
THIABENDAZOLE,N1C2=CC=CC=C2N=C1C1=CSC=N1
NATEGLINIDE,CC(C)[C@H]1CC[C@@H](CC1)C(=O)N[C@H](CC1=CC=CC=C1)C(O)=O
ATRACURIUM BESYLATE,[O-]S(=O)(=O)C1=CC=CC=C1.[O-]S(=O)(=O)C1=CC=CC=C1.COC1=CC2=C(C=C1OC)C(CC1=CC(OC)=C(OC)C=C1)[N+](C)(CCC(=O)OCCCCCOC(=O)CC[N+]1(C)CCC3=C(C=C(OC)C(OC)=C3)C1CC1=CC(OC)=C(OC)C=C1)CC2
RISPERIDONE,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1
MECLIZINE,CC1=CC(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)=CC=C1
PENTAMIDINE,NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1
RILUZOLE,NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2
HYDROCORTISONE,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
ZILEUTON,CC(N(O)C(N)=O)C1=CC2=CC=CC=C2S1
SCOPOLAMINE,CN1[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1
ETODOLAC,CCC1=C2NC3=C(CCOC3(CC)CC(O)=O)C2=CC=C1
TRANYLCYPROMINE,NC1CC1C1=CC=CC=C1
TRETINOIN,C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C/C(O)=O
TETRACYCLINE,[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C)C(=O)C1=C(O)C=CC=C1[C@@]3(C)O
IRINOTECAN,CCC1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=CC=C(OC(=O)N3CCC(CC3)N3CCCCC3)C=C12
OLOPATADINE HYDROCHLORIDE,CN(C)CC\C=C1\C2=CC=CC=C2COC2=C1C=C(CC(O)=O)C=C2
ALPROSTADIL,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O
ETOPOSIDE,[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(O)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@H]2O[C@@H]1O[C@]2([H])CO[C@@H](C)O[C@@]2([H])[C@H](O)[C@H]1O
OXCARBAZEPINE,NC(=O)N1C2=CC=CC=C2CC(=O)C2=C1C=CC=C2
ROXITHROMYCIN,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=NOCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O
PHENELZINE,NNCCC1=CC=CC=C1
ESTRADIOL,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
NAPROXEN,COC1=CC2=C(C=C1)C=C(C=C2)[C@H](C)C(O)=O
PERINDOPRIL,[H][C@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O
PRIMIDONE,CCC1(C(=O)NCNC1=O)C1=CC=CC=C1
SULFASALAZINE,OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=C1
TAZAROTENE,CCOC(=O)C1=CN=C(C=C1)C#CC1=CC2=C(SCCC2(C)C)C=C1
FENOLDOPAM,OC1=CC=C(C=C1)C1CNCCC2=C(Cl)C(O)=C(O)C=C12
PROPARACAINE,CCCOC1=C(N)C=C(C=C1)C(=O)OCCN(CC)CC
INDAPAMIDE,CC1CC2=CC=CC=C2N1NC(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O
BIPERIDEN,OC(CCN1CCCCC1)(C1CC2CC1C=C2)C1=CC=CC=C1
RIBAVIRIN,NC(=O)C1=NN(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
MELOXICAM,CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=C(C=CC=C2)S1(=O)=O
PROPOFOL,CC(C)C1=CC=CC(C(C)C)=C1O
TADALAFIL,[H][C@]12CC3=C(NC4=CC=CC=C34)[C@H](N1C(=O)CN(C)C2=O)C1=CC2=C(OCO2)C=C1
DISULFIRAM,CCN(CC)C(=S)SSC(=S)N(CC)CC
TRIFLUOPERAZINE,CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1
MIFEPRISTONE,[H][C@@]12CC[C@@](O)(C#CC)[C@@]1(C)C[C@H](C1=CC=C(C=C1)N(C)C)C1=C3CCC(=O)C=C3CC[C@@]21[H]
LOPERAMIDE,CN(C)C(=O)C(CCN1CCC(O)(CC1)C1=CC=C(Cl)C=C1)(C1=CC=CC=C1)C1=CC=CC=C1
DOBUTAMINE,CC(CCC1=CC=C(O)C=C1)NCCC1=CC(O)=C(O)C=C1
LEVAMISOLE,C1CN2C[C@@H](N=C2S1)C1=CC=CC=C1
DACARBAZINE,CN(C)\N=N\C1=C(N=CN1)C(N)=O
TERBINAFINE HYDROCHLORIDE,CN(C\C=C\C#CC(C)(C)C)CC1=CC=CC2=CC=CC=C12
PREDNISOLONE,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
VARDENAFIL,CCCC1=NC(C)=C2N1NC(=NC2=O)C1=C(OCC)C=CC(=C1)S(=O)(=O)N1CCN(CC)CC1
RITODRINE HYDROCHLORIDE,C[C@@H](NCCC1=CC=C(O)C=C1)[C@@H](O)C1=CC=C(O)C=C1
DORZOLAMIDE,CCN[C@H]1C[C@H](C)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O
CONIVAPTAN,CC1=NC2=C(CCN(C(=O)C3=CC=C(NC(=O)C4=CC=CC=C4C4=CC=CC=C4)C=C3)C3=CC=CC=C23)N1
EPROSARTAN MESYLATE,CCCCC1=NC=C(\C=C(/CC2=CC=CS2)C(O)=O)N1CC1=CC=C(C=C1)C(O)=O
SIROLIMUS,[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](O)[C@@H](C1)OC
CHLORHEXIDINE BASE,ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1
CHLOROTHIAZIDE,NS(=O)(=O)C1=C(Cl)C=C2NC=NS(=O)(=O)C2=C1
CLOMIPHENE,CCN(CC)CCOC1=CC=C(C=C1)C(=C(Cl)C1=CC=CC=C1)C1=CC=CC=C1
RISEDRONATE SODIUM,OC(CC1=CN=CC=C1)(P(O)(O)=O)P(O)(O)=O
BUMETANIDE,CCCCNC1=C(OC2=CC=CC=C2)C(=CC(=C1)C(O)=O)S(N)(=O)=O
GRANISETRON HYDROCHLORIDE,CN1N=C(C(=O)N[C@@H]2C[C@@H]3CCC[C@H](C2)N3C)C2=C1C=CC=C2
DIENESTROL,[H]\C(C)=C(/C(=C(\[H])C)/C1=CC=C(O)C=C1)\C1=CC=C(O)C=C1
DIDANOSINE,OC[C@@H]1CC[C@@H](O1)N1C=NC2=C1NC=NC2=O
ONDANSETRON,CN1C2=C(C3=CC=CC=C13)C(=O)C(CN1C=CN=C1C)CC2
BIMATOPROST,CCNC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)CCC1=CC=CC=C1
QUINIDINE,[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1
REPAGLINIDE,CCOC1=C(C=CC(CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N2CCCCC2)=C1)C(O)=O
PHENFORMIN,NC(=N)NC(=N)NCCC1=CC=CC=C1
AMANTADINE,NC12CC3CC(CC(C3)C1)C2
PROSTAGLANDIN E2,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O
ALMOTRIPTAN,CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2
KETOTIFEN,CN1CCC(CC1)=C1C2=C(SC=C2)C(=O)CC2=CC=CC=C12
LEVOSIMENDAN,C[C@@H]1CC(=O)NN=C1C1=CC=C(NN=C(C#N)C#N)C=C1
CYCLOBENZAPRINE,CN(C)CCC=C1C2=CC=CC=C2C=CC2=CC=CC=C12
PHENOXYBENZAMINE,CC(COC1=CC=CC=C1)N(CCCl)CC1=CC=CC=C1
FAMOTIDINE,NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1
AZACYTIDINE,NC1=NC(=O)N(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
MAPROTILINE,CNCCCC12CCC(C3=CC=CC=C13)C1=CC=CC=C21
OXYMETAZOLINE,CC1=CC(=C(O)C(C)=C1CC1=NCCN1)C(C)(C)C
ZALCITABINE,NC1=NC(=O)N(C=C1)[C@H]1CC[C@@H](CO)O1
ASPIRIN,CC(=O)OC1=CC=CC=C1C(O)=O
FULVESTRANT,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@@]21[H]
FELBAMATE,NC(=O)OCC(COC(N)=O)C1=CC=CC=C1
ISONIAZID,NNC(=O)C1=CC=NC=C1
NARATRIPTAN,CNS(=O)(=O)CCC1=CC2=C(NC=C2C2CCN(C)CC2)C=C1
RIZATRIPTAN,CN(C)CCC1=CNC2=C1C=C(CN1C=NC=N1)C=C2
METHYLPREDNISOLONE,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C
TELMISARTAN,CCCC1=NC2=C(C=C(C=C2C)C2=NC3=CC=CC=C3N2C)N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O
AMD 473,C[C@](N)(CC1=CC=C(O)C(O)=C1)C(O)=O
AZELASTINE,CN1CCCC(CC1)N1N=C(CC2=CC=C(Cl)C=C2)C2=CC=CC=C2C1=O
EZETIMIBE,[H][C@]1(CC[C@H](O)C2=CC=C(F)C=C2)C(=O)N(C2=CC=C(F)C=C2)[C@]1([H])C1=CC=C(O)C=C1
DIPYRIDAMOLE,OCCN(CCO)C1=NC2=C(N=C(N=C2N2CCCCC2)N(CCO)CCO)C(=N1)N1CCCCC1
ETHINYLESTRADIOL,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
LOMEFLOXACIN,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N3CCNC(C)C3)C(F)=C12
RAMELTEON,CCC(=O)NCC[C@@H]1CCC2=C1C1=C(OCC1)C=C2
ISOTRETINOIN,C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C\C(O)=O
NANDROLONE PHENPROPIONATE,[H][C@@]12CC[C@H](OC(=O)CCC3=CC=CC=C3)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]
CYTARABINE,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
DOPAMINE,NCCC1=CC(O)=C(O)C=C1
RIVASTIGMINE,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C
AZATHIOPRINE,CN1C=NC(=C1SC1=NC=NC2=C1NC=N2)[N+]([O-])=O
AURANOFIN,CCP(CC)(CC)=[Au]S[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O
GABAPENTIN,NCC1(CC(O)=O)CCCCC1
DOXORUBICIN,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O
HYDROCHLOROTHIAZIDE,NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1
SALBUTAMOL,CC(C)(C)NCC(O)C1=CC(CO)=C(O)C=C1
CROMOGLYCATE,OC(COC1=CC=CC2=C1C(=O)C=C(O2)C(O)=O)COC1=CC=CC2=C1C(=O)C=C(O2)C(O)=O
HYDROXYUREA,NC(=O)NO
LETROZOLE,N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N
TIOCONAZOLE,ClC1=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=CS1
KETOPROFEN,CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1
CINACALCET,C[C@@H](NCCCC1=CC(=CC=C1)C(F)(F)F)C1=CC=CC2=CC=CC=C12
CLOBETASOL PROPIONATE,[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
BALSALAZIDE,OC(=O)CCNC(=O)C1=CC=C(C=C1)\N=N\C1=CC=C(O)C(=C1)C(O)=O
MINOCYCLINE,[H][C@@]12CC3=C(C(O)=CC=C3N(C)C)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2
BETHANECHOL,CC(C[N+](C)(C)C)OC(N)=O
TRICHLORMETHIAZIDE,NS(=O)(=O)C1=C(Cl)C=C2NC(NS(=O)(=O)C2=C1)C(Cl)Cl
MYCOPHENOLIC ACID,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C
AMLEXANOX,CC(C)C1=CC2=C(OC3=NC(N)=C(C=C3C2=O)C(O)=O)C=C1
TOPOTECAN,CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=CC4=C(C=CC(O)=C4CN(C)C)N=C13)C2=O
MERCAPTOPURINE,S=C1N=CNC2=C1NC=N2
CERULENIN,[H][C@]1(O[C@]1([H])C(=O)CC\C=C\C\C=C\C)C(N)=O
TOLTERODINE TARTRATE,CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(O)C=CC(C)=C1)C(C)C
SELEGILINE,C[C@H](CC1=CC=CC=C1)N(C)CC#C
FENOFIBRATE,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1
THALIDOMIDE,O=C1N(C2CCC(=O)NC2=O)C(=O)C2=CC=CC=C12
MEMANTINE,CC12CC3CC(C)(C1)CC(N)(C3)C2
GATIFLOXACIN,COC1=C2N(C=C(C(O)=O)C(=O)C2=CC(F)=C1N1CCNC(C)C1)C1CC1
RIFAMPICIN,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(O)C(\C=N\N4CCN(C)CC4)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(O)=C2C(O)=C3C
FLUOCINONIDE,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)COC(C)=O
IBUPROFEN,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O
NORFLOXACIN,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1
OXYBUTYNIN,CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1
ISOPROTERENOL,CC(C)NCC(O)C1=CC(O)=C(O)C=C1
MELATONIN,COC1=CC2=C(NC=C2CCNC(C)=O)C=C1
GLIPIZIDE,CC1=NC=C(N=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1
FLUDARABINE BASE,NC1=NC(F)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
PERHEXILINE,C(C(C1CCCCC1)C1CCCCC1)C1CCCCN1
DIPHENHYDRAMINE,CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1
ATORVASTATIN CALCIUM,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1
TEGASEROD MALEATE,CCCCCNC(=N)N\N=C\C1=CNC2=C1C=C(OC)C=C2
ORLISTAT,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O
G-STROPHANTHIN,[H][C@@]12CC[C@]3(O)C[C@H](C[C@@H](O)[C@]3(CO)[C@@]1([H])[C@H](O)C[C@]1(C)[C@H](CC[C@]21O)C1=CC(=O)OC1)O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O
HESPERETIN,COC1=C(O)C=C(C=C1)[C@@H]1CC(=O)C2=C(O)C=C(O)C=C2O1
FLUVASTATIN,CC(C)N1C(\C=C\C(O)CC(O)CC(O)=O)=C(C2=CC=CC=C12)C1=CC=C(F)C=C1
LEFLUNOMIDE,CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F
FLUCYTOSINE,NC1=C(F)C=NC(=O)N1
CAPECITABINE (XELODA),CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O
QUINACRINE HYDROCHLORIDE,CCN(CC)CCCC(C)NC1=C2C=C(OC)C=CC2=NC2=C1C=CC(Cl)=C2
TRILOSTANE,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]23O[C@@H]2C(O)=C(C[C@]13C)C#N
MICONAZOLE,ClC1=CC(Cl)=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1
PAPAVERINE,COC1=C(OC)C=C(CC2=NC=CC3=CC(OC)=C(OC)C=C23)C=C1
CHLORPHENAMINE MALEATE,CN(C)CCC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1
AMIODARONE,CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=C(O1)C=CC=C2
GLICLAZIDE,[H][C@@]12CCC[C@]1([H])CN(C2)NC(=O)NS(=O)(=O)C1=CC=C(C)C=C1
ECONAZOLE,ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1
BICALUTAMIDE,CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F
PIOGLITAZONE,CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1
CARVEDILOL,COC1=CC=CC=C1OCCNCC(O)COC1=CC=CC2=C1C1=CC=CC=C1N2
LEVOFLOXACIN,C[C@H]1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCN(C)CC1
AMIFOSTINE,NCCCNCCSP(O)(O)=O
DICHLORPHENAMIDE,NS(=O)(=O)C1=CC(=C(Cl)C(Cl)=C1)S(N)(=O)=O
AMFEBUTAMONE HCL,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1
TRIMETREXATE,COC1=CC(NCC2=C(C)C3=C(C=C2)N=C(N)N=C3N)=CC(OC)=C1OC
TERAZOSIN,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1CCCO1
OFLOXACIN,CC1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCN(C)CC1
CILOSTAZOL,O=C1CCC2=C(N1)C=CC(OCCCCC1=NN=NN1C1CCCCC1)=C2
ARSENIC TRIOXIDE,O=[As]O[As]=O
ORPHENADRINE,CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1C
IDARUBICIN HYDROCHLORIDE,C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]1C[C@@](O)(CC2=C1C(O)=C1C(=O)C3=CC=CC=C3C(=O)C1=C2O)C(C)=O
CHLORMEZANONE,CN1C(C2=CC=C(Cl)C=C2)S(=O)(=O)CCC1=O
PODOPHYLLOTOXIN,[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(OC)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@@H]2O
PROPAFENONE,CCCNCC(O)COC1=C(C=CC=C1)C(=O)CCC1=CC=CC=C1
DOMPERIDONE,ClC1=CC2=C(C=C1)N(C1CCN(CCCN3C(=O)NC4=CC=CC=C34)CC1)C(=O)N2
FLECAINIDE,FC(F)(F)COC1=CC(C(=O)NCC2CCCCN2)=C(OCC(F)(F)F)C=C1
ESTRAMUSTINE,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(OC(=O)N(CCCl)CCCl)C=C3CC[C@@]21[H]
LEVETIRACETAM,CC[C@H](N1CCCC1=O)C(N)=O
MITOXANTRONE,OCCNCCNC1=CC=C(NCCNCCO)C2=C1C(=O)C1=C(C(O)=CC=C1O)C2=O
FLUMAZENIL,CCOC(=O)C1=C2CN(C)C(=O)C3=C(C=CC(F)=C3)N2C=N1
LOMUSTINE,ClCCN(N=O)C(=O)NC1CCCCC1
SPARFLOXACIN,C[C@H]1CN(C[C@@H](C)N1)C1=C(F)C(N)=C2C(=O)C(=CN(C3CC3)C2=C1F)C(O)=O
FOMEPIZOLE,CC1=CNN=C1
ANASTROZOLE,CC(C)(C#N)C1=CC(=CC(CN2C=NC=N2)=C1)C(C)(C)C#N
HALOFANTRINE,CCCCN(CCCC)CCC(O)C1=C2C=CC(=CC2=C2C=C(Cl)C=C(Cl)C2=C1)C(F)(F)F
RIFAXIMIN,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C)C(O)=C4C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C1=C(N=C5C=C(C)C=CN15)C4=C3C2=O
BUDESONIDE,[H][C@@]12C[C@H]3OC(CCC)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
PACLITAXEL,[H][C@]12[C@H](OC(=O)C3=CC=CC=C3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C4=CC=CC=C4)C(C)=C([C@@H](OC(C)=O)C(=O)[C@]1(C)[C@@H](O)C[C@H]1OC[C@@]21OC(C)=O)C3(C)C
DEXAMETHASONE,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
LEVODOPA,N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O
ARIPIPRAZOLE,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl
GEMFIBROZIL,CC1=CC(OCCCC(C)(C)C(O)=O)=C(C)C=C1
CLOMIPRAMINE,CN(C)CCCN1C2=CC=CC=C2CCC2=C1C=C(Cl)C=C2
CHLOROXINE,OC1=C(Cl)C=C(Cl)C2=C1N=CC=C2
DOCETAXEL,[H][C@@]1(C[C@@]2(O)[C@@H](OC(=O)C3=CC=CC=C3)[C@]3([H])[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C(=O)[C@H](O)C(=C1C)C2(C)C)OC(C)=O)OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C1=CC=CC=C1
DASATINIB,CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1
LAPATINIB,CS(=O)(=O)CCNCC1=CC=C(O1)C1=CC2=C(C=C1)N=CN=C2NC1=CC(Cl)=C(OCC2=CC(F)=CC=C2)C=C1
DESONIDE,[H][C@@]12C[C@H]3OC(C)(C)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
SITAGLIPTIN,N[C@@H](CC(=O)N1CCN2C(C1)=NN=C2C(F)(F)F)CC1=CC(F)=C(F)C=C1F
DECITABINE,NC1=NC(=O)N(C=N1)[C@H]1C[C@H](O)[C@@H](CO)O1
SUNITINIB,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C
VARENICLINE,C1C2CNCC1C1=C2C=C2N=CC=NC2=C1
HYDRALAZINE,NNC1=NN=CC2=CC=CC=C12
NELARABINE,COC1=NC(N)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
CEPHRADINE,[H][C@]12SCC(C)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CCC=CC1)C(O)=O
PANCURONIUM BROMIDE,[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)[N+]1(C)CCCCC1)[N+]1(C)CCCCC1
VECURONIUM BROMIDE,[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)N1CCCCC1)[N+]1(C)CCCCC1
MESTRANOL,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(OC)C=C3
PROCATEROL,CC[C@@H](NC(C)C)[C@@H](O)C1=CC=C(O)C2=C1C=CC(=O)N2
RASAGILINE MESYLATE,C#CCN[C@@H]1CCC2=CC=CC=C12
CORTISONE ACETATE,[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
YOHIMBINE,[H][C@@]12CC[C@H](O)[C@H](C(=O)OC)[C@@]1([H])C[C@]1([H])N(CCC3=C1NC1=CC=CC=C31)C2
COLCHICINE,COC1=CC2=C(C(OC)=C1OC)C1=CC=C(OC)C(=O)C=C1[C@H](CC2)NC(C)=O
